URI dbpedia::Manga_id::Dbpedia_label::Anime_Manga_name
http://dbpedia.org/resource/Cowboy_Bebop::1::Cowboy Bebop::Cowboy Bebop
http://dbpedia.org/resource/Doraemon::501::Doraemon::Doraemon
http://dbpedia.org/resource/Slayers::534::Slayers::Slayers
http://dbpedia.org/resource/Inuyasha::249::Inuyasha::InuYasha
http://dbpedia.org/resource/Fruits_Basket::120::Fruits Basket::Fruits Basket
http://dbpedia.org/resource/Marmalade_Boy::334::Marmalade Boy::Marmalade Boy
http://dbpedia.org/resource/Naruto::20::Naruto::Naruto
http://dbpedia.org/resource/Hikaru_no_Go::135::Hikaru no Go::Hikaru no Go
http://dbpedia.org/resource/D.N.Angel::61::D.N.Angel::D.N.Angel
http://dbpedia.org/resource/One_Piece::21::One Piece::One Piece
http://dbpedia.org/resource/Saint_Seiya::1254::Saint Seiya::Saint Seiya
http://dbpedia.org/resource/Shaman_King::154::Shaman King::Shaman King
http://dbpedia.org/resource/City_Hunter::1470::City Hunter::City Hunter
http://dbpedia.org/resource/Fullmetal_Alchemist::121::Fullmetal Alchemist::Fullmetal Alchemist
http://dbpedia.org/resource/Dr._Slump::3312::Dr. Slump::Dr. Slump
http://dbpedia.org/resource/Paradise_Kiss::322::Paradise Kiss::Paradise Kiss
http://dbpedia.org/resource/Boys_Be...::105::Boys Be...::Boys Be...
http://dbpedia.org/resource/Dororo::11471::Dororo::Dororo
http://dbpedia.org/resource/XxxHolic::861::XxxHolic::xxxHOLiC
http://dbpedia.org/resource/Crayon_Shin-chan::966::Crayon Shin-chan::Crayon Shin-chan
http://dbpedia.org/resource/Planetes::329::Planetes::Planetes
http://dbpedia.org/resource/Tokyo_Mew_Mew::687::Tokyo Mew Mew::Tokyo Mew Mew
http://dbpedia.org/resource/Samurai_Champloo::205::Samurai Champloo::Samurai Champloo
http://dbpedia.org/resource/To_Heart::472::To Heart::To Heart
http://dbpedia.org/resource/Golgo_13::1760::Golgo 13::Golgo 13
http://dbpedia.org/resource/Cyborg_009::6872::Cyborg 009::Cyborg 009
http://dbpedia.org/resource/Comic_Party::289::Comic Party::Comic Party
http://dbpedia.org/resource/Hajime_no_Ippo::263::Hajime no Ippo::Hajime no Ippo
http://dbpedia.org/resource/Koi_Kaze::634::Koi Kaze::Koi Kaze
http://dbpedia.org/resource/Ninku::912::Ninku::Ninku
http://dbpedia.org/resource/Bomberman_Jetters::751::Bomberman Jetters::Bomberman Jetters
http://dbpedia.org/resource/Gantz::384::Gantz::Gantz
http://dbpedia.org/resource/Elfen_Lied::226::Elfen Lied::Elfen Lied
http://dbpedia.org/resource/Death_Note::1535::Death Note::Death Note
http://dbpedia.org/resource/Kinnikuman::3272::Kinnikuman::Kinnikuman
http://dbpedia.org/resource/Magic_Kaito::8310::Magic Kaito::Magic Kaito
http://dbpedia.org/resource/Genshiken::240::Genshiken::Genshiken
http://dbpedia.org/resource/Maburaho::193::Maburaho::Maburaho
http://dbpedia.org/resource/School_Rumble::24::School Rumble::School Rumble
http://dbpedia.org/resource/Sakigake!!_Otokojuku::2903::Sakigake!! Otokojuku::Sakigake!! Otokojuku
http://dbpedia.org/resource/Hyper_Police::1180::Hyper Police::Hyper Police
http://dbpedia.org/resource/DearS::63::DearS::DearS
http://dbpedia.org/resource/Eyeshield_21::15::Eyeshield 21::Eyeshield 21
http://dbpedia.org/resource/Ichigeki_Sacchu!!_HoiHoi-san::932::Ichigeki Sacchu!! HoiHoi-san::Ichigeki Sacchuu!! Hoihoi-san
http://dbpedia.org/resource/Mermaid_Melody_Pichi_Pichi_Pitch::521::Mermaid Melody Pichi Pichi Pitch::Mermaid Melody Pichi Pichi Pitch
http://dbpedia.org/resource/D.Gray-man::1482::D.Gray-man::D.Gray-man
http://dbpedia.org/resource/Project_ARMS::1492::Project ARMS::Project ARMS
http://dbpedia.org/resource/Dragon_Drive::296::Dragon Drive::Dragon Drive
http://dbpedia.org/resource/Kiddy_Grade::274::Kiddy Grade::Kiddy Grade
http://dbpedia.org/resource/Tsukuyomi:_Moon_Phase::343::Tsukuyomi: Moon Phase::Tsukuyomi: Moon Phase
http://dbpedia.org/resource/Futari_Ecchi::382::Futari Ecchi::Futari Ecchi
http://dbpedia.org/resource/MÄR::738::MÄR::MÄR
http://dbpedia.org/resource/Kannazuki_no_Miko::143::Kannazuki no Miko::Kannazuki no Miko
http://dbpedia.org/resource/Gokusen::242::Gokusen::Gokusen
http://dbpedia.org/resource/Di_Gi_Charat::293::Di Gi Charat::Di Gi Charat
http://dbpedia.org/resource/Air_Master::230::Air Master::Air Master
http://dbpedia.org/resource/GetBackers::132::GetBackers::GetBackers
http://dbpedia.org/resource/Dear_Boys::292::Dear Boys::Dear Boys
http://dbpedia.org/resource/D4_Princess::2723::D4 Princess::D4 Princess
http://dbpedia.org/resource/To_Heart_2::471::To Heart 2::To Heart 2
http://dbpedia.org/resource/Ultra_Maniac::178::Ultra Maniac::Ultra Maniac
http://dbpedia.org/resource/Psychic_Academy::337::Psychic Academy::Psychic Academy
http://dbpedia.org/resource/Shuffle!::79::Shuffle!::Shuffle!
http://dbpedia.org/resource/Shakugan_no_Shana::355::Shakugan no Shana::Shakugan no Shana
http://dbpedia.org/resource/Chibi_Maruko-chan::951::Chibi Maruko-chan::Chibi Maruko-chan
http://dbpedia.org/resource/Ashita_no_Joe::2402::Ashita no Joe::Ashita no Joe
http://dbpedia.org/resource/Cross_Game::5941::Cross Game::Cross Game
http://dbpedia.org/resource/Air_Gear::857::Air Gear::Air Gear
http://dbpedia.org/resource/Mushishi::457::Mushishi::Mushishi
http://dbpedia.org/resource/Togainu_no_Chi::8449::Togainu no Chi::Togainu no Chi
http://dbpedia.org/resource/Kekkaishi::1606::Kekkaishi::Kekkaishi
http://dbpedia.org/resource/Nodame_Cantabile::1698::Nodame Cantabile::Nodame Cantabile
http://dbpedia.org/resource/Iriya_no_Sora,_UFO_no_Natsu::358::Iriya no Sora, UFO no Natsu::Iriya no Sora, UFO no Natsu
http://dbpedia.org/resource/Tokyo_Underground::175::Tokyo Underground::Tokyo Underground
