ild_profil,ild_rec
0.7301163233456952,0.7301421640235194
0.7798647167910604,0.782148902063554
0.7723526201346272,0.7731787641985369
0.7685081010787383,0.7709146013404274
0.7330886890562782,0.7336129175351584
0.7719615800158153,0.771669619727149
0.8065814470967495,0.7930926447115992
0.7225726114987042,0.7213510738753269
0.8004010205772473,0.800370105638076
0.7378439848397915,0.732804435051297
0.7385802169748227,0.739213019623344
0.7273398427992341,0.7279573026960175
0.718527813276352,0.7197862166210971
0.7946506667204751,0.7996729632424174
0.6885043986293121,0.6900169516981398
0.7127087195985486,0.7108280284197839
0.7310864359556887,0.7328926607059691
0.7312052856049295,0.7283709167469493
0.7392400611722919,0.7398087863297067
0.7711030208753165,0.756653791960197
0.7664733984933686,0.765958734694493
0.7903547782813274,0.7888955883294618
0.7686251972831933,0.7716066463932746
0.7729627513896127,0.7737848843417278
0.7086950258559048,0.7128646836690611
0.775065308293448,0.7600552953651039
0.7548254336106063,0.7604005486424894
0.7717051918334215,0.7732133481836146
0.7109239776735804,0.7113091862452776
0.7759114324156285,0.7757359442655851
0.7655339653522566,0.7661580010984088
0.7637942117383961,0.7622129471823106
0.7450235870644497,0.7447176316126214
0.7788584754969293,0.7806883033468928
0.7788286952048427,0.7715524415506719
0.7484217579326939,0.7498885954471315
0.709135388887345,0.6919645655642561
0.8103123348083836,0.8065087426241401
0.7729304281596453,0.7708129225698794
0.7918154833759514,0.7911383223932306
0.7599475080092364,0.7538492484738484
0.7707199886586064,0.7583608634681468
0.7101007614075112,0.7069033186593003
0.7215883179235191,0.735386913099713
0.7637872365837766,0.7690326410596732
0.7558056926395127,0.7536341520690355
0.7490219794296625,0.7505170390858988
0.7381117710232289,0.7382501236217223
0.7019014437626501,0.7003536949375158
0.6988191616326881,0.7050456244496056
0.7557466014943198,0.7670247057537252
0.7794472597585331,0.7916676400817456
0.7270355683006396,0.7218551260607223
0.7377422382617413,0.7360081517240118
0.7561856240958048,0.7512299160053034
0.7746308149098442,0.7716707403950119
0.7455433429429797,0.7536552900903998
0.7040495849922086,0.7081534448853077
0.704919577421802,0.7075681463120708
0.7620132511326643,0.7625527747218325
0.7415468481021139,0.7397479426451069
0.7824503283155125,0.7800329520659572
0.7348905315303434,0.7371942339678809
0.7482404163510383,0.743719867076338
0.783658977886768,0.7837218281970761
0.7748894369019995,0.7791524336308713
0.7739313099398234,0.7715545995205417
0.7551642031941806,0.7508777128943902
0.706885804673294,0.7086674403408177
0.781514825413548,0.7768225500713097
0.7602247688197551,0.7593709952571467
0.7266664807131049,0.7245164145119061
0.7524585674112799,0.7484908565111262
0.7778629392627826,0.7806079645162857
0.830319874220087,0.8248441548999779
0.7653727698055158,0.7672451661335411
0.7679823430142565,0.7643244579127957
0.7509940957882808,0.7363192853712942
0.7634748429965901,0.7691844243983474
0.7224651032106847,0.7186524235773419
0.7570515215490982,0.7530732170973693
0.7436530158168313,0.7482656612784625
0.789408989393385,0.7879618249199613
0.7402216889220058,0.7370189940735178
0.7371898971429253,0.7356685117701204
0.7043752874627557,0.7055291544845214
0.7612609257777405,0.7494501564427754
0.7234656239567235,0.7194443696909141
0.745439813705298,0.7455354731843606
0.7715189766514464,0.7709017798249452
0.7669928651663336,0.7654387183138004
0.7486899607638573,0.7492038741885156
0.7320997032533824,0.7317028499043169
0.725443444800876,0.7211385743334155
0.7565050114374683,0.7584718521140437
0.7052933398810968,0.7065280264901295
0.7956376467274318,0.7880581773914688
0.7447494502507506,0.7449142357765551
0.7509801193537649,0.7506716873302761
0.7650299746132622,0.7669328398088521
0.7324392377975489,0.7320046442997362
0.7606979837772638,0.7604003265868624
0.7513367640343704,0.7500866817457037
0.7390983655223281,0.7449758242327832
0.736308833834571,0.7325073924354543
0.7029654980872084,0.7053264884851763
0.7720026810657218,0.7668306780569315
0.7459944661649254,0.7445548774866122
0.7226770180627877,0.7256343683973376
0.7413945018060468,0.7396328168280595
0.7429910634107382,0.7406189443738682
0.7351679138836648,0.7396629668317661
0.7259135908470589,0.7331385993558166
0.6458513623425894,0.6376056038317517
0.7780476452039455,0.7742052567044193
0.8173175811005025,0.8153002390880403
0.7634266689002938,0.7586222143458718
0.7404573950110391,0.7412481402747115
0.7570898429214376,0.753224641200667
0.765476432055769,0.7629248896117209
0.7952741256661696,0.7991353052109097
0.7540263050763144,0.7438336389396748
0.7745561829967307,0.7732944293999975
0.7730789956173362,0.7749505240812513
0.6922869963004529,0.6768962217116339
0.7852458737904127,0.774621420909942
0.732089339081021,0.7404217564412715
0.7387545245229791,0.7363549144857818
0.7336704768211662,0.7423135261994106
0.7191173187522594,0.7230818314769565
0.733689708242048,0.7281354620428782
0.7815378931073981,0.7756219587171027
0.7632942126999087,0.7574232109268637
0.7781000173269466,0.7632765048921571
0.7180473186888545,0.7058215873270375
0.7295411002189814,0.7245804312307789
0.7800977095275161,0.7813354782937831
0.76752397523369,0.7643501613603931
0.6944063352925091,0.6919777021250929
0.7683675251374779,0.763942559633129
0.7455191635829479,0.7362288659820941
0.7300869553715751,0.7302678064192469
0.7445056054767286,0.7503487052031
0.7402884900587219,0.7353178299372176
0.7629322984988568,0.7624999666988218
0.7827328959368018,0.7822049596669428
0.7845402373008731,0.7891080424661188
0.7477785913807786,0.7475827012256924
0.7677661707752748,0.7704371733773053
0.7489315738306104,0.7439384143720005
0.7660282297918809,0.7629976157277969
0.7802603649452117,0.7793850842183142
0.7626989078497594,0.7652469422388332
0.7145487766555372,0.7155484710200553
0.7573374896945332,0.7578466159245149
0.7677839940783506,0.7761282493984938
0.7453402194793578,0.7391834376744633
0.7641738924766206,0.7621353814484826
0.7626401873843386,0.7649368945867708
0.7433188967362248,0.7432595985174479
0.7962171564661427,0.8063213807271029
0.7552287754655602,0.7525361913672242
0.7553564867896074,0.7571263479977958
0.7165255852714857,0.717992946250261
0.743886196976831,0.7408170594217989
0.7413019786082318,0.7351302673379166
0.7306582517860379,0.7248614291503475
0.7807908184458289,0.7792359411120586
0.7779570794014113,0.7766265351193277
0.7696951175223286,0.7521090466684675
0.7218623722086104,0.7185967737973932
0.6876418375280898,0.6868712535769916
0.7413776521379078,0.7371696379574374
0.7408559725942399,0.7405575912394983
