ild_profil,ild_rec
0.6762348945926658,0.6760939316512424
0.7804960246140886,0.780529526114599
0.7701362417912181,0.7708214000080007
0.7980616817220286,0.7976463047775316
0.7937612344536352,0.7979967280154301
0.7577078744132071,0.7631198242136855
0.7911398514312422,0.7916930015781491
0.6699951221755814,0.668786067337804
0.8245839188016845,0.8058754793264148
0.7309825313398217,0.7301200404386573
0.7144947006318897,0.7134694070716032
0.7166764057376483,0.7145092181121397
0.697572858378753,0.699072731356027
0.7910257525497125,0.7865654705291496
0.7173689358130813,0.7166099555671145
0.7008976859584165,0.7021402866709893
0.7220263817334995,0.724066417498221
0.7170775986608724,0.7174936082648151
0.7381084954316602,0.7372239493829219
0.7837648221094391,0.7808724664353888
0.7679825622421684,0.7635825869958979
0.759643894216745,0.7649012125286064
0.7795574494540146,0.7755644330218293
0.7330097272675439,0.731083137960853
0.7331419546733028,0.7329950963694709
0.6786164574063106,0.6758455953996756
0.7132032051193143,0.7122016958796223
0.7192517165158646,0.7196899020094791
0.7264554980309893,0.7266476401712312
0.7219753283106601,0.7222533123116622
0.6757744284952522,0.6822233408458821
0.7672791657878139,0.7629241498839843
0.7304518616953476,0.7324297442246046
0.7883220493757519,0.7872727539465312
0.7896369621202849,0.7928023687191625
0.7717795143831151,0.7727007555263392
0.6652841726419234,0.6674776478107156
0.7923889760326482,0.7918091588186589
0.7710878178500387,0.7701331462319451
0.8135641592684669,0.8137522649742532
0.7728206101807404,0.7778409958832533
0.7581718028643115,0.7582127529551886
0.7401672556323654,0.7377824142683065
0.7584406528507792,0.7594511226306485
0.7592493163552416,0.7590171075445938
0.7214140076643556,0.7143550697050088
0.8234987407716341,0.8141616188193568
0.7625009420229969,0.7605765376436182
0.7103233415253603,0.7118297286881278
0.6693495714395185,0.6735165429942606
0.7500387648633002,0.7493076718989373
0.7652818795533425,0.766992624688606
0.7482238858264084,0.7495755520425393
0.7040750178926622,0.7040847362742455
0.7616811983063816,0.7592401970380266
0.7833579136944093,0.7784520562675111
0.7287540488189339,0.7261076245767248
0.7562642218763241,0.7547891902840347
0.7040450485804005,0.7010638493828543
